FLOOD_HEIGHT,RAINFALL,TMAX,TMIN,TMEAN,WIND_SPEED,WIND_DIRECTION,ELEVATION,SLOPE
8,50.6,34,24.8,29.4,1,320,24.487,0.733
8,5.2,33.2,25.2,29.2,1,320,33.31,1.815
10,79.2,33.5,24.2,28.9,1,270,44.211,39.746
8,5.2,33.2,25.2,29.2,1,320,44.211,39.746
8,44.7,32.4,24,28.2,1,360,44.211,39.746
8,79.7,31,24,27.5,1,20,33.157,0.808
10,5.2,33.2,25.2,29.2,1,320,37.281,0.325
13,44.7,32.4,24,28.2,1,360,37.281,0.325
8,79.2,33.5,24.2,28.9,1,270,37.281,0.325
13,79.2,33.5,24.2,28.9,1,270,37.281,0.325
19,79.2,33.5,24.2,28.9,1,270,37.281,0.325
8,76.5,29.2,24,26.6,1,180,33.31,1.815
8,76.5,29.2,24,26.6,1,180,44.211,39.746
8,38,34.4,24.6,29.5,1,140,47.892,0.599
8,50.6,34,24.8,29.4,1,320,47.892,0.599
11,50.6,34,24.8,29.4,1,320,37.445,1.527
8,62.8,28.6,22.8,25.7,2,360,45.96,0.214
13,79.2,33.5,24.2,28.9,1,270,4.959,1.017
19,92,32,25.2,28.6,1,250,5.502,1.532
8,135.5,25.5,24.4,25,1,360,44.211,39.746
8,62.8,28.6,22.8,25.7,2,360,44.211,39.746
8,79.7,31,24,27.5,1,20,45.52,2.672
8,76.5,29.2,24,26.6,1,180,7.608,2.773
8,33.2,31.7,24,27.9,2,220,6.295,1.615
13,44.7,32.4,24,28.2,1,360,6.295,1.615
13,44.7,32.4,24,28.2,1,360,5.96,1.872
8,67,33.8,24.5,29.2,1,360,46.765,1.983
8,76.5,29.2,24,26.6,1,180,78.284,0.787
37,50.6,34,24.8,29.4,1,320,23.531,1.378
37,92,32,25.2,28.6,1,250,6.809,1.387
45,-1,33.2,24.4,28.8,1,220,6.809,1.387
19,50.6,34,24.8,29.4,1,320,21.619,1.022
30,62.6,35.5,25.8,30.7,1,180,28.327,2.311
13,135.5,25.5,24.4,25,1,360,33.192,1.289
15,50.6,34,24.8,29.4,1,320,42.866,2.165
26,79.7,31,24,27.5,1,20,38.031,2.068
19,92,32,25.2,28.6,1,250,39.051,1.366
11,62.6,35.5,25.8,30.7,1,180,21.444,0.631
12,76.5,29.2,24,26.6,1,180,0.525,1.139
8,76.5,29.2,24,26.6,1,180,0.437,1.656
12,14.8,33.5,25.9,29.7,1,270,0.525,1.139
10,135.5,25.5,24.4,25,1,360,0.525,1.139
20,135.5,25.5,24.4,25,1,360,11.377,0.577
12,14.8,33.5,25.9,29.7,1,270,4.023,2.711
4,80.5,27,24,25.5,1,180,0.437,1.656
13,80.5,27,24,25.5,1,180,0.355,0.465
-1,135.5,25.5,24.4,25,1,360,11.721,2.126
18,50.6,34,24.8,29.4,1,320,2.457,2.199
27,50.6,34,24.8,29.4,1,320,2.661,2.01
19,19.6,28.2,23.6,25.9,1,180,-0.059,0.934
10,135.5,25.5,24.4,25,1,360,2.602,1.308
10,135.5,25.5,24.4,25,1,360,10.008,3.681
8,14.8,33.5,25.9,29.7,1,270,1.038,2.502
5,80.5,27,24,25.5,1,180,0.296,0.383
19,19.6,28.2,23.6,25.9,1,180,-0.352,1.533
8,24.5,30.8,24.2,27.5,4,200,12.59,0.104
21,19.3,32.3,24.5,28.4,4,220,10.782,2.949
14,38.2,31.4,24.8,28.1,1,220,15.558,1.884
20,95,29.4,23,26.2,3,180,5.667,2.17
8,41.5,28.3,23.4,25.85,3,230,-1,-1
8,115.7,27.4,23.4,25.4,1,180,16.22,0.662
8,5.4,31.5,24.9,28.2,1,90,17.399,0.267
8,3,33.5,24.8,29.2,1,220,16.84,2.453
4,0.5,32,25.3,28.65,2,270,2.855,2.672
5,2.4,31.8,25,28.4,3,250,1.837,1.011
8,2.4,31.8,25,28.4,3,250,1.771,0.203
8,14,33.6,25,29.3,1,130,5.472,6.964
8,39,31.8,25,28.4,4,260,7.342,1.034
8,14,33.6,25,29.3,1,130,5.515,1.58
8,59,30,24.7,27.35,3,260,7.949,0.33
8,10.5,34.4,24.1,29.25,1,130,5.498,13.424
19,41.5,28.3,23.4,25.85,3,230,4.109,0.649
6,-1,30.1,25.2,27.65,2,150,5.705,1.476
8,27.5,31.3,24.2,27.75,2,140,5.449,3.835
5,34,28.5,23.7,26.1,1,170,4.104,0.833
8,59,30,24.7,27.35,3,260,4.556,0.452
10,59,30,24.7,27.35,3,260,4.673,19.146
8,39,31.8,25,28.4,4,260,4.681,0.495
11,137,29.5,23.5,26.5,4,220,2.276,0.726
19,41.5,28.3,23.4,25.85,3,230,4.109,0.649
37,59,30,24.7,27.35,3,260,4.111,0.729
27,41.5,28.3,23.4,25.85,3,230,1.888,4.724
12,115.7,27.4,23.4,25.4,1,180,1.391,1.376
6,115.7,27.4,23.4,25.4,1,180,5.803,6.724
6,10,35,24,29.5,2,250,0.988,0.886
6,44.4,28.2,24.3,26.3,1,220,1.37,1.043
6,49.7,29.4,23.7,26.6,3,200,0.195,5.024
8,95,29.4,23,26.2,3,180,-0.621,1.607
6,95,29.4,23,26.2,3,180,0.773,1.864
6,115.7,27.4,23.4,25.4,1,180,0.879,0.96
6,10,35,24,29.5,2,250,-0.482,8.807
8,89.7,31.4,25.6,28.5,1,220,6.647,2.009
8,89.7,31.4,25.6,28.5,1,220,40.217,1.307
8,31.3,31.2,24,27.6,5,220,2.76,2.01
8,4.6,29.5,24.5,27,2,340,2.572,0.407
8,31.3,31.2,24,27.6,5,220,2.763,0.831
8,31.3,31.2,24,27.6,5,220,3.234,0.466
8,35,27.5,23.5,25.5,2,220,5.237,1.105
19,31.3,31.2,24,27.6,5,220,2.51,0.859
12,6.6,33.8,25.2,29.5,2,220,3.156,5.022
12,6.6,33.8,25.2,29.5,2,220,2.144,3.204
12,6.6,33.8,25.2,29.5,2,220,2.085,1.049
18,115.7,27.4,23.4,25.4,1,180,8.862,0.87
18,95,29.4,23,26.2,3,180,2.596,0.499
18,95,29.4,23,26.2,3,180,2.263,2.754
18,95,29.4,23,26.2,3,180,2.493,2.78
18,95,29.4,23,26.2,3,180,2.48,1.917
18,95,29.4,23,26.2,3,180,2.253,8.988
18,95,29.4,23,26.2,3,180,2.407,1.131
12,6.6,33.8,25.2,29.5,2,220,2.4,3.297
37,58.6,32.7,25.2,28.9,2,340,2.103,2.761
18,0,33.5,26.1,29.8,1,220,-1,-1
19,31.3,31.2,24,27.6,5,220,2.048,1.376
8,31.3,31.2,24,27.6,5,220,2.794,2.911
8,115.7,27.4,23.4,25.4,1,180,32.434,0.988
20,115.7,27.4,23.4,25.4,1,180,31.403,23.145
8,115.7,27.4,23.4,25.4,1,180,32.477,0.915
8,7,32,25.5,28.8,1,360,33.848,1.649
8,18,32.7,24.4,28.6,1,250,33.171,1.447
8,35,27.5,23.5,25.5,2,220,38.833,0.471
8,17.8,33,24.6,28.8,1,320,38.479,4.63
19,35,27.5,23.5,25.5,2,220,5.11,0.594
8,31.3,31.2,24,27.6,5,220,2.279,4.275
8,31.3,31.2,24,27.6,5,220,3.24,0.306
19,31.3,31.2,24,27.6,5,220,1.965,0.71
15,137,29.5,23.5,26.5,4,220,2.088,1.169
8,4,33.6,26.4,30,3,220,1.965,0.71
8,31.3,31.2,24,27.6,5,220,2.809,0.818
8,34.6,32.2,24.5,28.4,1,140,33.516,3.439
8,7.6,33.5,25.2,29.4,1,220,33.848,1.649
8,31.3,31.2,24,27.6,5,220,3.402,0.304
19,31.3,31.2,24,27.6,5,220,2.333,1.569
19,31.3,31.2,24,27.6,5,220,1.933,1.415
19,41.5,28.3,23.4,25.85,3,230,3.467,4.825
10,14,28.8,24.4,26.6,2,230,11.146,0.4
14,137,29.5,23.5,26.5,4,220,0.828,3.14
8,31.3,31.2,24,27.6,5,220,1.154,0.335
18,137,29.5,23.5,26.5,4,220,0.945,4.793
20,95,29.4,23,26.2,3,180,0.775,3.485
8,31.3,31.2,24,27.6,5,220,0.754,1.169
8,31.3,31.2,24,27.6,5,220,1.11,2.748
8,49.7,29.4,23.7,26.6,3,200,1.514,1.086
8,31.3,31.2,24,27.6,5,220,-1.684,3.191
8,31.3,31.2,24,27.6,5,220,1.343,1.878
10,49.7,29.4,23.7,26.6,3,200,1.086,1.132
8,31.3,31.2,24,27.6,5,220,-1.684,3.191
8,31.3,31.2,24,27.6,5,220,0.93,6.46
8,121.8,32.5,24.4,28.4,4,250,0.746,0.621
8,95,29.4,23,26.2,3,180,1.477,1.082
8,24.5,30.8,24.2,27.5,4,200,1.375,1.077
10,137,29.5,23.5,26.5,4,220,1.108,2.998
8,31.3,31.2,24,27.6,5,220,-1.684,3.191
8,58.6,32.7,25.2,28.9,2,340,1.435,1.169
8,31.3,31.2,24,27.6,5,220,1.435,1.169
10,137,29.5,23.5,26.5,4,220,1.42,0.311
20,45.2,31.8,23.8,27.8,2,220,3.429,5.947
9,121.8,32.5,24.4,28.4,4,250,3.849,5.623
14,24.5,30.8,24.2,27.5,4,200,3.081,0.814
40,137,29.5,23.5,26.5,4,220,3.26,0.456
25,95,29.4,23,26.2,3,180,3.26,0.456
3,1.6,33,25,29,2,220,3.321,0.898
14,0.5,31.4,25,28.2,2,220,3.033,3.766
19,0.5,31.4,25,28.2,2,220,3.033,3.766
6,0.5,31.4,25,28.2,2,220,3.033,3.766
8,7.5,33,25.3,29.1,2,250,12.613,1.908
13,0.2,32.5,26.4,29.4,3,250,3.236,0.979
12,3.6,31,25,28,2,340,3.277,1.464
18,137,29.5,23.5,26.5,4,220,1.319,0.673
20,4.5,32,24.8,28.4,2,260,3.306,1.812
8,18,30.5,25,27.7,2,340,3.429,1.34
8,49.7,29.4,23.7,26.6,3,200,3.429,1.34
8,95,29.4,23,26.2,3,180,1.92,4.836
6,137,29.5,23.5,26.5,4,220,1.091,0.481
10,49.7,29.4,23.7,26.6,3,200,1.02,5.636
8,137,29.5,23.5,26.5,4,220,1.562,2.812
10,95,29.4,23,26.2,3,180,1.399,1.758
6,137,29.5,23.5,26.5,4,220,1.562,2.812
8,121.8,32.5,24.4,28.4,4,250,1.136,1.027
8,121.8,32.5,24.4,28.4,4,250,1.056,0.701
8,31.3,31.2,24,27.6,5,220,1.139,1.903
8,31.3,31.2,24,27.6,5,220,1.123,1.328
11,0,32.5,27,29.75,3,250,0.756,0.811
8,115.7,27.4,23.4,25.4,1,180,12.444,1.595
8,115.7,27.4,23.4,25.4,1,180,8.927,0.432
13,35,27.5,23.5,25.5,2,220,10.644,4.487
27,115.7,27.4,23.4,25.4,1,180,18.715,0.72
27,115.7,27.4,23.4,25.4,1,180,13.778,1.401
27,115.7,27.4,23.4,25.4,1,180,11.254,1.001
27,115.7,27.4,23.4,25.4,1,180,10.438,0.356
8,29.5,33.9,24.9,29.4,2,320,10.607,0.721
27,115.7,27.4,23.4,25.4,1,180,11.136,2.29
8,115.7,27.4,23.4,25.4,1,180,11.347,1.637
4,95,29.4,23,26.2,3,180,0.649,0.97
37,41.5,28.3,23.4,25.85,3,230,4.96,2.646
8,41.5,28.3,23.4,25.85,3,230,2.299,0.97
8,14,28.8,24.4,26.6,2,230,1.763,0.41
8,25,31.3,24.5,27.9,3,250,2.637,1.267
18,41.5,28.3,23.4,25.85,3,230,2.151,1.699
6,41.5,28.3,23.4,25.85,3,230,2.344,0.07
8,34,28.5,23.7,26.1,1,170,2.094,0.425
15,39,31.8,25,28.4,4,260,7.521,5.976
8,3.5,29,24.5,26.75,2,290,6.901,1.127
8,39,31.8,25,28.4,4,260,3.148,1.282
8,39,31.8,25,28.4,4,260,2.912,0.437
8,41.5,28.3,23.4,25.85,3,230,2.168,0.843
8,10.5,34.4,24.1,29.25,1,130,2.168,0.843
8,39,31.8,25,28.4,4,260,1.915,0.305
8,59,30,24.7,27.35,3,260,2.217,0.806
8,39,31.8,25,28.4,4,260,2.754,1.082
19,25,31.3,24.5,27.9,3,250,5.837,1.929
8,17.8,33,24.6,28.8,1,320,6.047,0.767
8,17.8,33,24.6,28.8,1,320,5.816,28.537
15,48.1,31.2,23.5,27.4,1,220,4.713,1.117
15,48.1,31.2,23.5,27.4,1,220,3.403,1.405
37,154.8,28.8,24.6,26.7,2,220,4.983,0.67
48,115.7,27.4,23.4,25.4,1,180,4.93,0.405
48,115.7,27.4,23.4,25.4,1,180,3.158,1.184
36,56.7,32,24.4,28.2,1,90,64.534,1.387
6,154.8,28.8,24.6,26.7,2,220,16.046,0.235
8,29.5,33.9,24.9,29.4,2,320,75.569,0.3
15,29.5,33.9,24.9,29.4,2,320,56.024,1.59
8,29.5,33.9,24.9,29.4,2,320,57.575,1.029
12,56.7,32,24.4,28.2,1,90,64.986,1.357
24,0,33.5,26.1,29.8,1,220,65.101,0.8
8,154.8,28.8,24.6,26.7,2,220,56.188,2.723
36,56.7,32,24.4,28.2,1,90,49.403,0.683
24,0,33.5,26.1,29.8,1,220,59.887,0.814
36,25.3,32.4,23.5,28,1,270,6.622,4.409
12,154.8,28.8,24.6,26.7,2,220,4.314,0.83
10,63.2,32,24.2,28.1,1,200,38.963,1.524
11,154.8,28.8,24.6,26.7,2,220,38.966,1.186
10,49.4,32,25,28,1,200,41.057,0.81
8,115.7,27.4,23.4,25.4,1,180,41.178,0.725
8,34.6,32.2,24.5,28.4,1,140,41.117,0.81
4,5.4,31.5,24.9,28.2,1,90,40.755,1.907
8,89.7,31.4,25.6,28.5,1,220,40.957,0.817
19,25.3,32.4,23.5,28,1,270,15.448,2.828
8,115.7,27.4,23.4,25.4,1,180,33.308,2.656
20,115.7,27.4,23.4,25.4,1,180,32.908,7.048
8,154.8,28.8,24.6,26.7,2,220,32.505,2.029
18,115.7,27.4,23.4,25.4,1,180,16.675,2.353
10,63.2,32,24.2,28.1,1,200,31.912,0.537
6,154.8,28.8,24.6,26.7,2,220,31.961,0.522
14,38.2,31.4,24.8,28.1,1,220,15.542,0.141
11,0,33.5,26.1,29.8,1,220,16.955,4.707
8,115.7,27.4,23.4,25.4,1,180,16.977,6.232
8,52.4,34,25,29.5,1,360,43.921,34.379
8,17.8,33,24.6,28.8,1,320,40.471,32.416
10,49.4,32,25,28,1,200,40.598,49.115
8,18,32.7,24.4,28.6,1,250,44.211,39.746
8,89.7,31.4,25.6,28.5,1,220,46.406,64.164
20,115.7,27.4,23.4,25.4,1,180,37.249,2.628
15,18,32.7,24.4,28.6,1,250,37.281,0.325
8,115.7,27.4,23.4,25.4,1,180,47.202,5.355
8,44.4,28.2,24.3,26.3,1,220,40.949,0.664
18,0,33.5,26.1,29.8,1,220,4.942,2.205
37,154.8,28.8,24.6,26.7,2,220,31.069,3.976
20,63.2,32,24.2,28.1,1,200,31.411,3.002
36,25.3,32.4,23.5,28,1,270,4.456,1.102
8,34.6,32.2,24.5,28.4,1,140,47.375,1.244
8,34.6,32.2,24.5,28.4,1,140,32.295,2.093
19,115.7,27.4,23.4,25.4,1,180,15.506,0.172
8,34.6,32.2,24.5,28.4,1,140,15.861,0.105
8,64.6,32,25.2,28.6,1,110,39.866,20.375
18,154.8,28.8,24.6,26.7,2,220,26.587,0.713
10,34.6,32.2,24.5,28.4,1,140,26.265,0.223
8,89.7,31.4,25.6,28.5,1,220,6.335,1.973
8,18.4,30.4,25.1,27.8,1,320,6.406,0.696
8,19.7,30.4,24,27.2,1,220,6.226,3.21
17,154.8,28.8,24.6,26.7,2,220,6.603,1.496
11,52.4,34,25,29.5,1,360,78.77,0.935
8,52.4,34,25,29.5,1,360,21.678,2.043
10,63.2,32,24.2,28.1,1,200,43.55,2.821
22,52.4,34,25,29.5,1,360,41.259,2.534
8,35,27.5,23.5,25.5,2,220,3.614,0.519
8,35,27.5,23.5,25.5,2,220,18.078,0.367
8,35,27.5,23.5,25.5,2,220,44.211,39.746
8,35,27.5,23.5,25.5,2,220,6.226,3.21
11,35,27.5,23.5,25.5,2,220,44.114,1.246
8,35,27.5,23.5,25.5,2,220,46.357,3.027
11,35,27.5,23.5,25.5,2,220,24.373,0.18
8,17.8,33,24.6,28.8,1,320,21.629,0.839
8,3.5,29,24.5,26.75,2,290,33.187,4.166
8,3.5,29,24.5,26.75,2,290,15.336,2.118
9,52.4,34,25,29.5,1,360,-1,-1
8,35,27.5,23.5,25.5,2,220,10.372,3.191
8,115.7,27.4,23.4,25.4,1,180,0.92,6.154
14,48.1,31.2,23.5,27.4,1,220,0.585,0.99
6,115.7,27.4,23.4,25.4,1,180,13.598,0.79
6,115.7,27.4,23.4,25.4,1,180,9.717,1.156
6,115.7,27.4,23.4,25.4,1,180,16.619,1.45
12,48.1,31.2,23.5,27.4,1,220,11.175,1.087
6,115.7,27.4,23.4,25.4,1,180,0.029,0.309
9,115.7,27.4,23.4,25.4,1,180,0.386,1.9
4,115.7,27.4,23.4,25.4,1,180,0.151,2.086
10,115.7,27.4,23.4,25.4,1,180,-0.49,16.058
8,115.7,27.4,23.4,25.4,1,180,10.63,2.198
5,115.7,27.4,23.4,25.4,1,180,-0.1,1.434
15,115.7,27.4,23.4,25.4,1,180,0.031,1.456
9,52.4,34,25,29.5,1,360,10.372,3.191
9,52.4,34,25,29.5,1,360,9.741,1.691
37,115.7,27.4,23.4,25.4,1,180,9.782,1.884
18,48.1,31.2,23.5,27.4,1,220,2.528,1.43
6,115.7,27.4,23.4,25.4,1,180,5.752,2.942
4,115.7,27.4,23.4,25.4,1,180,10.148,1.855
15,48.1,31.2,23.5,27.4,1,220,1.668,3.736
9,52.4,34,25,29.5,1,360,1.671,1.235
4,115.7,27.4,23.4,25.4,1,180,0.016,6.601
18,44.4,28.2,24.3,26.3,1,220,-1,-1
26,44.4,28.2,24.3,26.3,1,220,-1,-1
19,34.1,28,24.2,26.1,5,250,0.992,1.849
8,23.2,32.8,24.4,28.6,2,340,16.459,1.61
37,34.1,28,24.2,26.1,5,250,3.317,0.965
26,141.4,31.5,23.8,27.65,3,220,3.317,0.965
13,141.4,31.5,23.8,27.65,3,220,0.797,1.215
13,141.4,31.5,23.8,27.65,3,220,0.781,0.484
25,172.7,31,23.8,27.4,2,110,3.27,1.422
13,141.4,31.5,23.8,27.65,3,220,0.702,1.097
8,1.5,30.6,26.8,28.7,2,280,-1,-1
8,-999,32.8,24.4,28.6,1,50,7.794,1.574
8,84,31.5,25.4,28.45,2,240,3.866,1.893
10,66.6,28.3,24.3,26.3,3,140,18.637,0.78
8,-999,32.8,24.4,28.6,1,50,7.794,1.574
8,172.7,31,23.8,27.4,2,110,2.276,1.095
8,172.7,31,23.8,27.4,2,110,2.661,0.627
19,111.5,28.6,24.1,26.35,3,220,3.621,4.676
8,84,31.5,25.4,28.45,2,240,2.78,2.631
25,84,31.5,25.4,28.45,2,240,5.669,1.141
12,98.7,29.3,24.2,26.75,8,140,2.264,0.648
8,-999,32.8,24.4,28.6,1,50,2.451,0.283
4,141.4,31.5,23.8,27.65,3,220,1.291,0.736
12,98.7,29.3,24.2,26.75,8,140,0.98,2.34
6,23.2,30.1,26.4,28.25,2,270,0.506,8.41
6,77.4,29.1,23.8,26.45,5,220,0.506,8.41
3,141.4,31.5,23.8,27.65,3,220,0.016,1.487
6,172.7,31,23.8,27.4,2,110,0.131,0.605
3,172.7,31,23.8,27.4,2,110,0.319,6.333
4,68.2,28.6,23.5,26.05,1,200,1.367,0.744
3,78.1,31.6,23.8,27.7,1,290,1.41,2.22
10,98.7,29.3,24.2,26.75,8,140,1.277,0.77
6,172.7,31,23.8,27.4,2,110,0.984,1.25
6,172.7,31,23.8,27.4,2,110,1.448,3.54
4,160,27.5,24.4,25.95,1,220,1.374,1.671
8,23.2,30.1,26.4,28.25,2,270,0.194,2.822
8,77.4,29.1,23.8,26.45,5,220,0.194,2.822
5,160,27.5,24.4,25.95,1,220,0.845,1.125
6,23.2,30.1,26.4,28.25,2,270,0.522,1.252
6,77.4,29.1,23.8,26.45,5,220,0.522,1.252
3,48.3,29.1,23.5,26.3,4,220,0.367,2.843
4,48.3,29.1,23.5,26.3,4,220,-0.578,0.55
19,172.7,31,23.8,27.4,2,110,2.513,0.263
13,141.4,31.5,23.8,27.65,3,220,3.598,7.72
8,18.1,33.9,24.5,29.2,1,360,32.955,1.462
8,160,27.5,24.4,25.95,1,220,27.284,2.283
8,1.5,32.9,25.4,29.15,1,140,40.171,0.911
8,86.7,30.8,25.1,27.95,2,270,40.171,0.911
10,1.5,32.9,25.4,29.15,1,140,32.975,1.109
10,86.7,30.8,25.1,27.95,2,270,32.975,1.109
10,98.7,29.3,24.2,26.75,8,140,2.494,0.987
8,141.4,31.5,23.8,27.65,3,220,2.558,1.202
6,23.2,30.1,26.4,28.25,2,270,0.698,1.625
6,77.4,29.1,23.8,26.45,5,220,0.698,1.625
12,172.7,31,23.8,27.4,2,110,0.767,0.961
8,23.2,30.1,26.4,28.25,2,270,1.128,0.991
8,77.4,29.1,23.8,26.45,5,220,1.128,0.991
15,23.2,30.1,26.4,28.25,2,270,1.118,1.12
15,77.4,29.1,23.8,26.45,5,220,1.118,1.12
8,172.7,31,23.8,27.4,2,110,1.165,4.973
20,141.4,31.5,23.8,27.65,3,220,1.043,3.848
8,11.2,32.4,25,28.7,2,250,3.317,0.965
18,98.7,29.3,24.2,26.75,8,140,1.15,2.719
19,98.7,29.3,24.2,26.75,8,140,0.752,2.219
8,172.7,31,23.8,27.4,2,110,-0.708,1.531
10,23.2,30.1,26.4,28.25,2,270,1.097,0.704
10,77.4,29.1,23.8,26.45,5,220,1.097,0.704
10,98.7,29.3,24.2,26.75,8,140,0.909,0.944
8,0,30.3,26.2,28.25,4,220,-3.671,3.485
8,34.1,28,24.2,26.1,5,250,1.188,2.892
8,172.7,31,23.8,27.4,2,110,1.031,0.582
18,98.7,29.3,24.2,26.75,8,140,1.138,4.115
15,141.4,31.5,23.8,27.65,3,220,0.961,1.116
8,141.4,31.5,23.8,27.65,3,220,0.699,4.189
8,0,30.3,26.2,28.25,4,220,1.004,3.314
12,172.7,31,23.8,27.4,2,110,0.668,1.359
10,98.7,29.3,24.2,26.75,8,140,0.682,1.291
8,34.1,28,24.2,26.1,5,250,1.148,0.801
8,0,30.3,26.2,28.25,4,220,1.109,2.303
19,23.2,30.1,26.4,28.25,2,270,0.81,0.961
19,77.4,29.1,23.8,26.45,5,220,0.81,0.961
12,98.7,29.3,24.2,26.75,8,140,0.776,2.785
8,33.1,35.3,24.7,30,3,250,1.069,3.728
6,23.2,30.1,26.4,28.25,2,270,1.487,2.285
6,77.4,29.1,23.8,26.45,5,220,1.487,2.285
8,33.1,35.3,24.7,30,3,250,1.157,3.974
13,141.4,31.5,23.8,27.65,3,220,0.957,0.929
27,23.2,30.1,26.4,28.25,2,270,3.211,0.325
27,77.4,29.1,23.8,26.45,5,220,3.211,0.325
8,20.4,29.8,24.5,27.15,8,220,3.211,0.325
10,23.2,30.1,26.4,28.25,2,270,0.797,1.215
10,77.4,29.1,23.8,26.45,5,220,0.797,1.215
10,0,30.3,26.2,28.25,4,220,0.722,0.801
40,98.7,29.3,24.2,26.75,8,140,3.317,0.965
10,34.1,28,24.2,26.1,5,250,2.252,3.425
8,34.1,28,24.2,26.1,5,250,1.459,3.892
12,33.8,32.5,24,28.25,2,250,3.306,1.812
25,28.9,30.2,25.2,27.7,1,320,1.676,0.349
10,29,28.9,24.1,26.5,3,220,-1,-1
8,141.4,31.5,23.8,27.65,3,220,1.172,1.59
8,141.4,31.5,23.8,27.65,3,220,1.121,1.041
10,23.2,30.1,26.4,28.25,2,270,1.16,0.655
10,77.4,29.1,23.8,26.45,5,220,1.16,0.655
8,23.2,30.1,26.4,28.25,2,270,1.572,2.065
8,77.4,29.1,23.8,26.45,5,220,1.572,2.065
10,23.2,30.1,26.4,28.25,2,270,1.19,1.46
10,77.4,29.1,23.8,26.45,5,220,1.19,1.46
10,98.7,29.3,24.2,26.75,8,140,1.271,1.203
10,98.7,29.3,24.2,26.75,8,140,0.904,0.593
10,98.7,29.3,24.2,26.75,8,140,1.113,1.1
8,141.4,31.5,23.8,27.65,3,220,1.118,1.102
8,33.1,35.3,24.7,30,3,250,1.065,1.535
13,160,27.5,24.4,25.95,1,220,3.32,0.368
13,98.7,29.3,24.2,26.75,8,140,0.776,2.785
19,160,27.5,24.4,25.95,1,220,-1,-1
19,160,27.5,24.4,25.95,1,220,10.856,0.773
19,1.5,35.4,25,30.2,2,340,10.532,1.351
19,160,27.5,24.4,25.95,1,220,11.289,0.467
19,160,27.5,24.4,25.95,1,220,11.654,4.189
19,160,27.5,24.4,25.95,1,220,10.555,0.967
8,160,27.5,24.4,25.95,1,220,10.189,1.051
45,160,27.5,24.4,25.95,1,220,12.712,11.735
13,160,27.5,24.4,25.95,1,220,14.953,1.54
8,160,27.5,24.4,25.95,1,220,10.637,1.218
19,1.2,35.2,26.8,31,2,300,42.539,0.35
19,98.7,29.3,24.2,26.75,8,140,0.68,0.234
3,141.4,31.5,23.8,27.65,3,220,0.961,2.057
8,0,30.3,26.2,28.25,4,220,0.961,2.057
4,48.3,29.1,23.5,26.3,4,220,0.764,1.181
5,48.3,29.1,23.5,26.3,4,220,0.366,7.769
6,172.7,31,23.8,27.4,2,110,0.619,1.153
6,48.3,29.1,23.5,26.3,4,220,0.743,5.357
19,36.5,29.3,23.2,26.25,2,250,2.295,3.321
10,52.5,29.5,24.9,27.2,4,130,-1,-1
8,36.5,29.3,23.2,26.25,2,250,-1,-1
13,111.5,28.6,24.1,26.35,3,220,-1,-1
10,84,31.5,25.4,28.45,2,240,4.024,1.54
8,36.5,29.3,23.2,26.25,2,250,2.523,1.545
16,63,29.2,24.7,26.95,2,230,2.075,0.619
16,63,29.2,24.7,26.95,2,230,-1,-1
18,63,29.2,24.7,26.95,2,230,1.814,0.374
8,63,29.2,24.7,26.95,2,230,-1,-1
11,7.5,34.3,25.9,30.1,1,250,6.625,11.565
10,52.5,29.5,24.9,27.2,4,130,2.379,0.395
5,36.5,29.3,23.2,26.25,2,250,1.688,0.694
8,24.2,30,23.1,26.55,2,250,1.856,4.714
19,-999,32.8,24.4,28.6,1,50,15.368,0.932
19,7.5,34.3,25.9,30.1,1,250,22.285,1.309
8,111.5,28.6,24.1,26.35,3,220,10.244,3.115
12,98.7,29.3,24.2,26.75,8,140,2.173,0.526
8,51.8,32.4,25,28.7,1,90,20.856,2.389
8,51.8,32.4,25,28.7,1,90,16.051,1.293
19,82.6,29.3,25.2,27.25,1,230,8.094,2.673
10,66.6,28.3,24.3,26.3,3,140,16.7,1.856
19,82.6,29.3,25.2,27.25,1,230,2.988,22.278
8,110.6,29,24.8,26.9,2,220,20.856,2.389
8,110.6,29,24.8,26.9,2,220,16.051,1.293
27,51.8,32.4,25,28.7,1,90,3.52,1.471
27,110.6,29,24.8,26.9,2,220,3.52,1.471
18,82.6,29.3,25.2,27.25,1,230,34.832,3.573
13,160,27.5,24.4,25.95,1,220,5.48,0.47
8,160,27.5,24.4,25.95,1,220,40.966,0.854
8,14.5,25,23.7,24.35,1,360,40.877,0.82
8,31.6,33.6,25,29.3,1,200,37.112,26.087
8,31.4,35.2,25,30.1,1,360,37.112,26.087
8,82.6,29.3,25.2,27.25,1,230,41.973,35.199
8,78.1,31.6,23.8,27.7,1,290,41.087,0.566
8,0.2,30.2,25,27.6,1,340,40.877,0.82
19,51.8,32.4,25,28.7,1,90,15.419,1.03
19,110.6,29,24.8,26.9,2,220,15.419,1.03
8,6.2,32.4,23.5,27.95,1,240,10.236,3.266
45,111.5,28.6,24.1,26.35,3,220,-1,-1
8,6.2,32.4,23.5,27.95,1,240,16.316,0.923
11,19,34.2,25.4,29.8,1,270,69.335,6.01
8,31.4,35.2,25,30.1,1,360,57.434,2.594
8,19,34.2,25.4,29.8,1,270,67.774,8.914
11,31.4,33.2,24.5,28.85,1,40,59.94,1.036
